id,word_vocalized,word_clean,root,pos,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags
550,الطَّرْشَة,الطرشه,طرش,Noun,الزيارة,الذهاب لزيارة شخص أو مكان.,General,"[""زيارة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 85,"[{""h"": ""معنا طرشة لأهل البلاد غداً."", ""f"": ""لدينا زيارة لأقاربنا في المنطقة غداً.""}]",[],"[""Daily Life"", ""Visit""]"
551,الطَّارِش,الطارش,طرش,Noun,الضيف أو المسافر,الشخص الذي يأتي زائراً أو عابر سبيل.,General,"[""ضيف""]",[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 85,"[{""h"": ""يا حيا بالطارش."", ""f"": ""يا أهلاً بالضيف.""}]",[],"[""Daily Life"", ""Guest""]"
552,الطَّس,الطس,طسس,Noun,وعاء نحاسي,قدر أو وعاء كبير من النحاس يستخدم لطهي الطعام.,General,"[""طست""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 85,"[{""h"": ""شيل الطس للمطبخ."", ""f"": ""احمل الوعاء النحاسي إلى المطبخ.""}]",[],"[""Daily Life"", ""Kitchen""]"
553,الطَّش,الطش,طشش,Noun,بداية المطر,رذاذ المطر الخفيف أو بدايات تساقطه.,General,"[""رذاذ""]",[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""بدأ الطش، ادخلوا البيت."", ""f"": ""بدأ المطر الخفيف، ادخلوا المنزل.""}]",[],"[""Nature"", ""Rain""]"
554,الطَّحْس,الطحس,طحس,Noun,الانزلاق,الزلق أو الانزلاق على أرضية رطبة أو طينية.,General,"[""زلق""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""انتبه من الطحس في الطريق."", ""f"": ""احذر من الانزلاق في الطريق.""}]","[""البعير يطحس في شبر""]","[""Daily Life"", ""Slip""]"
555,طَسْت النُّحَاس,طست النحاس,طست,Noun,وعاء كبير للطهي,وعاء نحاسي واسع يستخدم لطهي العصيدة الحضرمية والشربة في المناسبات.,General,[],[],يعتبر من المقتنيات الثمينة في المطابخ القديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""طبخوا العصيدة في طست النحاس."", ""f"": ""طبخوا العصيدة في الوعاء النحاسي الكبير.""}]",[],"[""Daily Life"", ""Food"", ""Cooking""]"
556,الطَّرْح,الطرح,طرح,Noun,تبرعات نقدية للعريس,مساهمات مالية يقدمها الأقارب والمدعوون لدعم العريس في حفلة الزواج.,General,"[""نقطة""]",[],يتم تخصيص فقرة وأحياناً أغنية خاصة في العرس لعملية الطرح. بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""طرحت للعريس مئة ريال."", ""f"": ""تبرعت للعريس بمئة ريال.""}]","[""الحبل بالرمح والعرس بالطرح""]","[""Social Customs"", ""Marriage"", ""Donation""]"
557,الطَّوْحِي,الطوحي,طوح,Noun,عمود البئر,عمود خشبي يوضع فوق البئر لتثبيت العجلة (المحالة) التي يسحب بها الماء.,General,[],[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""ربطنا الحبل في الطوحي."", ""f"": ""ربطنا الحبل في عمود البئر.""}]",[],"[""Agriculture"", ""Daily Life"", ""Well""]"
558,الطَّبِيْلَة,الطبيله,طبل,Noun,وعاء طبخ,نوع من أنواع أواني الطبخ التقليدية.,General,"[""قدر""]",[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""حط الطبيلة على النار."", ""f"": ""ضع وعاء الطبخ على النار.""}]",[],"[""Daily Life"", ""Food"", ""Cooking""]"
559,الطَّاهِب,الطاهب,طهب,Noun,سحاب كثيف,السحاب الأبيض المائل للسواد الذي يتراكم كالجبال ويحمل إشارات البرق والمطر.,General,"[""غيوم""]",[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 86,"[{""h"": ""شوف الطاهب فوق الجبل، شكله سيل."", ""f"": ""انظر للسحاب الكثيف فوق الجبل، يبدو أن هناك سيلاً.""}]",[],"[""Nature"", ""Cloud""]"
560,طَنَب,طنب,طنب,Adjective,ممتلئ,وصف للأرض الزراعية أو الساقية عندما تمتلئ تماماً بالماء.,General,"[""مليان""]",[],يقال 'الجرب مطنب' أي الأرض ممتلئة بالماء. بشد النون,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""الساقية مطنبة اليوم."", ""f"": ""قناة الري ممتلئة بالماء اليوم.""}]",[],"[""Agriculture"", ""Water""]"
561,الطَّاقَة,الطاقة,طوق,Noun,رف في الجدار,رف محفور داخل الجدار الطيني، يستخدم لوضع الأشياء أو للزينة.,General,"[""رف""]",[],تختلف عن النافذة، فهي لا تنفذ للخارج. بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""حط السراج في الطاقة."", ""f"": ""ضع المصباح في الرف الجداري.""}]",[],"[""Daily Life"", ""Architecture"", ""Wall""]"
562,الطَّلْع,الطلع,طلع,Noun,نبات النخيل الأولي,بداية ظهور العذق في النخلة قبل التلقيح، وهي لفظة فصيحة.,General,[],[],بشد الطاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""النخلة بدأت تطلع الطلع."", ""f"": ""بدأت النخلة في إظهار ثمارها الأولية.""}]",[],"[""Agriculture"", ""Tree""]"
563,الصُّوب,الصوب,صوب,Noun,الجرح أو الإصابة,الإصابة الجسدية الناتجة عن ضربة أو جرح، وتستخدم مجازاً للجروح المعنوية.,General,"[""جرح"", ""إصابة""]",[],كلمة شائعة جداً في الشعر الشعبي الحضرمي للتعبير عن لوعة المحب أو إصابة الجسد.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 81,"[{""h"": ""رُح خلّنا داوي صوابي والجراح ** من هو مصوّب يعرف جراحه"", ""f"": ""اذهب ودعني أداوي جروحي وإصاباتي، فالجريح هو من يشعر بألم جراحه.""}, {""h"": ""كان الصوب في رجله بس الحمد لله طاب."", ""f"": ""كان الجرح في رجله لكنه شفي والحمد لله.""}]",[],"[""Health"", ""Poetry"", ""Daily Life""]"
564,الصُّبْخَه,الصبخه,صبخ,Noun,النملة الكبيرة (نمل الذرة),نوع من النمل كبير الحجم يتميز بقوته وسرعة انتشاره في المناطق الزراعية.,General,"[""نمل""]",[],تظهر بكثرة في الجروب (الأراضي الزراعية) بعد مواسم الأمطار.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 82,"[{""h"": ""انتبه من الصبخة في الجرب، تقرص بقوة."", ""f"": ""احذر من النمل الكبير في الحقل، فقرصته مؤلمة.""}, {""h"": ""مليان البيت صبخة اليوم، عسى خير."", ""f"": ""البيت ممتلئ بالنمل الكبير اليوم، لعل المانع خير.""}]",[],"[""Nature"", ""Insects"", ""Ant""]"
565,الصَّرَف,الصرف,صرف,Noun,السحر أو التعويذات,أحد أعمال السحر والشعوذة التي تهدف لصرف الإنسان عن أمر معين أو التفريق بين الناس.,General,"[""سحر"", ""عمل""]",[],يستخدم هذا المصطلح غالباً في سياق التحذير من أعمال المشعوذين.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 82,"[{""h"": ""يقولون فلان مسوي له صرف عشان يترك الشغل."", ""f"": ""يقولون أن شخصاً عمل له سحراً ليصرفه عن عمله.""}, {""h"": ""الله يكفينا شر الصرف وأهله."", ""f"": ""كفانا الله شر السحر وأهله.""}]",[],"[""Social Customs"", ""Beliefs"", ""Magic""]"
566,اَلطَّار,الطار,طور,Noun,الدف,آلة إيقاعية (الدف) تأتي بأحجام مختلفة، وتجمع على (طِيْران) بكسر الطاء.,General,"[""دف""]",[],تستخدم الطيران بشكل أساسي في رقصة الزفين وجلسات الدان.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""شلو الطيران وبدوا الزفين في الحراوة."", ""f"": ""حملوا الدفوف وبدأوا الرقص في حفل الزفاف.""}, {""h"": ""صوت الطار يطرب النفس."", ""f"": ""صوت الدف يبهج الروح.""}]",[],"[""Arts"", ""Music"", ""Daily Life""]"
567,طَقَع,طقع,طقع,Verb,كذب,فعل بمعنى كذب وافترى، ويقال للرجل كثير الكذب (طَقَّاع).,General,"[""كذب"", ""خرط""]",[],كلمة تستخدم في السياقات العامية غير الرسمية لوصف الكذب.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""لا تصدقه، هو يطقع عليك."", ""f"": ""لا تصدقه، إنه يكذب عليك.""}]",[],"[""Emotions"", ""Social"", ""Lying""]"
568,اَلطَّبِيْن,الطبين,طبن,Noun,صاحب المال أو العمل,تطلق على صاحب التجارة أو المال الذي يعمل لديه الآخرون، وأصلها من يملك النخيل ويعمل الناس في أرضه.,General,"[""المُعلّم"", ""رب العمل""]",[],ارتبط المصطلح تاريخياً بقطاع الزراعة والنخيل ثم توسع للتجارة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 87,"[{""h"": ""الطبين حقنا وزع التمر على كل العمال اليوم."", ""f"": ""صاحب العمل الخاص بنا وزع التمر على جميع العمال اليوم.""}]",[],"[""Agriculture"", ""Jobs"", ""Worker""]"
569,اَلظَّلَّة,الظله,ظلل,Noun,زيارة العروس لأهلها,أول زيارة رسمية تقوم بها العروس لبيت أهلها بعد الزواج بفترة قصيرة.,General,[],[],تعد الظلة من العادات والتقاليد الاجتماعية الهامة في حضرموت ولها طقوسها. بشد الظاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 88,"[{""h"": ""العروسة اليوم عندها الظلة، وأهلها عزموا الجيران."", ""f"": ""العروس لديها اليوم أول زيارة لأهلها، وقد دعا أهلها الجيران.""}]",[],"[""Social Customs"", ""Marriage"", ""Visit""]"
570,اَلظَّفْرَة,الظفره,ظفر,Noun,بناء وقائي للبئر,بناء محكم من الحجر يحيط بجدران البئر من الداخل أو الخارج لحمايتها من الانهيار.,General,[],[],تدل الظفرة على مهارة البناء التقليدي للحفاظ على موارد المياه. بشد الظاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 88,"[{""h"": ""ظفرة البير قوية وما تنهد مع السيول."", ""f"": ""بناء البئر الحجري قوي ولا ينهار مع السيول.""}]",[],"[""Architecture"", ""Water"", ""Well""]"
571,ظُبْعَة,ظبعة,ظبع,Noun,قطعة أو لقمة,تستخدم لوصف قطعة من الخبز أو جزء منه، يقال (ظُبعة من خبز).,General,"[""كسرة"", ""شطيرة""]",[],بضم الظاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 88,"[{""h"": ""أعطني ظبعة خبز بسد بها جوعي."", ""f"": ""أعطني قطعة خبز أسد بها جوعي.""}]",[],"[""Food"", ""Bread""]"
572,ظَرْطَة,ظرطه,ظرط,Noun,الضراط,خروج الغازات من الدبر بصوت.,General,[],[],كلمة عامية صريحة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 88,[],[],"[""Daily Life"", ""Body"", ""Gas""]"
573,اَلْعَيْف,العيف,عيف,Adjective,الرديء أو الوسخ,وصف للشيء غير المحبب أو الرديء الجودة أو المتسخ.,General,"[""الرديء"", ""الخسيس""]",[],في لهجة أهل الغيل والشحر تنطق (العوف) بقلب الياء واواً.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 89,"[{""h"": ""هذا القماش عيف، لونه يتغير بسرعة."", ""f"": ""هذا القماش رديء، لونه يتغير بسرعة.""}]","[{""h"": ""العيف عيف حتى يوم العيد."", ""f"": ""الرديء يبقى رديئاً حتى في أوقات الزينة.""}]","[""Adjectives"", ""Daily Life"", ""Bad""]"
574,اَلْعُكْضَة,العكضة,عكض,Noun,المحصول الثاني,المحصول الذي ينبت مرة ثانية من نفس البذور أو الجذور بعد الحصاد الأول.,General,[],[],مصطلح زراعي بامتياز يتعلق بدورة نمو النبات.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 89,"[{""h"": ""العكضة هذا السنة كانت مباركة."", ""f"": ""المحصول الثاني هذا العام كان مباركاً.""}]",[],"[""Agriculture"", ""Second Harvest""]"
